state,cases,deaths,date
Alabama,6,0,3/13/2020
Alabama,12,0,3/14/2020
Alabama,23,0,3/15/2020
Alabama,29,0,3/16/2020
Alabama,39,0,3/17/2020
Alabama,51,0,3/18/2020
Alabama,78,0,3/19/2020
Alabama,106,0,3/20/2020
Alabama,131,0,3/21/2020
Alabama,157,0,3/22/2020
Alabama,196,0,3/23/2020
Alabama,242,0,3/24/2020
Alabama,386,1,3/25/2020
Alabama,538,3,3/26/2020
Alabama,639,4,3/27/2020
Alabama,720,4,3/28/2020
Alabama,830,5,3/29/2020
Alabama,947,11,3/30/2020
Alabama,999,14,3/31/2020
Alabama,1108,28,4/1/2020
Alabama,1270,32,4/2/2020
Alabama,1535,38,4/3/2020
Alabama,1632,44,4/4/2020
Alabama,1840,45,4/5/2020
Alabama,2005,53,4/6/2020
Alabama,2197,64,4/7/2020
Alabama,2498,67,4/8/2020
Alabama,2838,78,4/9/2020
Alabama,3008,80,4/10/2020
Alabama,3262,93,4/11/2020
Alabama,3583,93,4/12/2020
Alabama,3805,104,4/13/2020
Alabama,3953,114,4/14/2020
Alabama,4241,123,4/15/2020
Alabama,4404,137,4/16/2020
Alabama,4572,151,4/17/2020
Alabama,4723,147,4/18/2020
Alabama,4903,160,4/19/2020
Alabama,5078,164,4/20/2020
Alabama,5327,186,4/21/2020
Alabama,5610,201,4/22/2020
Alabama,5832,197,4/23/2020
Alabama,6026,209,4/24/2020
Alabama,6213,213,4/25/2020
Alabama,6421,219,4/26/2020
Alabama,6539,228,4/27/2020
Alabama,6750,242,4/28/2020
Alabama,6925,262,4/29/2020
Alabama,7068,272,4/30/2020
Alabama,7294,289,5/1/2020
Alabama,7611,288,5/2/2020
Alabama,7888,290,5/3/2020
Alabama,8112,298,5/4/2020
Alabama,8437,315,5/5/2020
Alabama,8691,343,5/6/2020
Alabama,9046,369,5/7/2020
Alabama,9385,383,5/8/2020
Alabama,9668,390,5/9/2020
Alabama,9889,393,5/10/2020
Alabama,10164,403,5/11/2020
Alabama,10464,435,5/12/2020
Alabama,10700,450,5/13/2020
Alabama,11101,473,5/14/2020
Alabama,11373,483,5/15/2020
Alabama,11674,485,5/16/2020
Alabama,11771,488,5/17/2020
Alabama,12086,489,5/18/2020
Alabama,12376,504,5/19/2020
Alabama,13052,522,5/20/2020
Alabama,13414,529,5/21/2020
Alabama,13670,541,5/22/2020
Alabama,14149,549,5/23/2020
Alabama,14478,551,5/24/2020
Alabama,14986,566,5/25/2020
Alabama,15650,580,5/26/2020
Alabama,16032,583,5/27/2020
Alabama,16530,591,5/28/2020
Alabama,17031,610,5/29/2020
Alabama,17359,618,5/30/2020
Alabama,17952,630,5/31/2020
Alabama,18534,646,6/1/2020
Alabama,18771,653,6/2/2020
Alabama,18851,653,6/3/2020
Alabama,19072,653,6/4/2020
Alabama,19387,676,6/5/2020
Alabama,20043,689,6/6/2020
Alabama,20500,692,6/7/2020
Alabama,20925,718,6/8/2020
Alabama,21422,729,6/9/2020
Alabama,21989,744,6/10/2020
Alabama,22845,755,6/11/2020
Alabama,23710,769,6/12/2020
Alabama,24601,773,6/13/2020
Alabama,25615,773,6/14/2020
Alabama,26272,774,6/15/2020
Alabama,26912,785,6/16/2020
Alabama,27312,790,6/17/2020
Alabama,28206,810,6/18/2020
Alabama,29002,822,6/19/2020
Alabama,29549,838,6/20/2020
Alabama,30021,839,6/21/2020
Alabama,30454,841,6/22/2020
Alabama,31097,864,6/23/2020
Alabama,32064,891,6/24/2020
Alabama,33206,896,6/25/2020
Alabama,34183,907,6/26/2020
Alabama,35083,919,6/27/2020
Alabama,35441,919,6/28/2020
Alabama,37175,929,6/29/2020
Alabama,38045,950,6/30/2020
Alabama,38962,972,7/1/2020
Alabama,40111,985,7/2/2020
Alabama,41865,1006,7/3/2020
Alabama,42862,1007,7/4/2020
Alabama,43953,1007,7/5/2020
Alabama,44878,1007,7/6/2020
Alabama,45785,1033,7/7/2020
Alabama,46962,1058,7/8/2020
Alabama,49174,1068,7/9/2020
Alabama,50508,1104,7/10/2020
Alabama,51947,1114,7/11/2020
Alabama,53587,1121,7/12/2020
Alabama,55545,1124,7/13/2020
Alabama,57255,1164,7/14/2020
Alabama,59067,1211,7/15/2020
Alabama,61088,1230,7/16/2020
Alabama,63091,1265,7/17/2020
Alabama,65234,1286,7/18/2020
Alabama,67011,1287,7/19/2020
Alabama,68891,1291,7/20/2020
Alabama,70358,1303,7/21/2020
Alabama,71813,1364,7/22/2020
Alabama,74212,1397,7/23/2020
Alabama,76005,1438,7/24/2020
Alabama,78130,1456,7/25/2020
Alabama,79294,1473,7/26/2020
Alabama,81115,1491,7/27/2020
Alabama,82366,1491,7/28/2020
Alabama,83782,1538,7/29/2020
Alabama,85762,1565,7/30/2020
Alabama,87723,1580,7/31/2020
Alabama,89349,1603,8/1/2020
Alabama,91444,1627,8/2/2020
Alabama,92661,1633,8/3/2020
Alabama,93702,1666,8/4/2020
Alabama,94654,1695,8/5/2020
Alabama,96592,1714,8/6/2020
Alabama,98301,1735,8/7/2020
Alabama,100173,1755,8/8/2020
Alabama,101334,1768,8/9/2020
Alabama,103020,1797,8/10/2020
Alabama,103851,1847,8/11/2020
Alabama,104786,1882,8/12/2020
Alabama,105557,1890,8/13/2020
Alabama,106309,1893,8/14/2020
Alabama,107580,1896,8/15/2020
Alabama,108433,1898,8/16/2020
Alabama,109004,1925,8/17/2020
Alabama,110361,1936,8/18/2020
Alabama,111478,1944,8/19/2020
Alabama,112449,1974,8/20/2020
Alabama,113632,1996,8/21/2020
Alabama,114532,2011,8/22/2020
Alabama,115060,2013,8/23/2020
Alabama,116710,2024,8/24/2020
Alabama,117242,2037,8/25/2020
Alabama,119254,2045,8/26/2020
Alabama,121023,2076,8/27/2020
Alabama,122185,2107,8/28/2020
Alabama,123889,2152,8/29/2020
Alabama,125235,2162,8/30/2020
Alabama,126058,2182,8/31/2020
Alabama,127616,2200,9/1/2020
Alabama,128239,2217,9/2/2020
Alabama,129285,2233,9/3/2020
Alabama,130393,2266,9/4/2020
Alabama,131803,2275,9/5/2020
Alabama,132314,2276,9/6/2020
Alabama,132973,2276,9/7/2020
Alabama,133606,2277,9/8/2020
Alabama,134417,2285,9/9/2020
Alabama,135565,2301,9/10/2020
Alabama,136703,2333,9/11/2020
Alabama,137646,2350,9/12/2020
Alabama,138755,2351,9/13/2020
Alabama,139459,2355,9/14/2020
Alabama,140160,2387,9/15/2020
Alabama,141087,2392,9/16/2020
Alabama,141757,2401,9/17/2020
Alabama,142863,2428,9/18/2020
Alabama,144164,2437,9/19/2020
Alabama,144962,2437,9/20/2020
Alabama,145780,2439,9/21/2020
Alabama,146584,2457,9/22/2020
Alabama,147153,2488,9/23/2020
Alabama,148206,2506,9/24/2020
Alabama,150658,2491,9/25/2020
Alabama,151591,2501,9/26/2020
Alabama,152321,2502,9/27/2020
Alabama,152983,2501,9/28/2020
Alabama,153554,2517,9/29/2020
Alabama,154701,2540,9/30/2020
Alabama,155744,2548,10/1/2020
Alabama,156698,2550,10/2/2020
Alabama,158380,2558,10/3/2020
Alabama,159169,2558,10/4/2020
Alabama,159713,2559,10/5/2020
Alabama,160477,2580,10/6/2020
Alabama,161418,2601,10/7/2020
Alabama,161975,2637,10/8/2020
Alabama,163465,2653,10/9/2020
Alabama,164526,2664,10/10/2020
Alabama,165342,2664,10/11/2020
Alabama,166076,2665,10/12/2020
Alabama,167193,2665,10/13/2020
Alabama,167977,2706,10/14/2020
Alabama,169162,2756,10/15/2020
Alabama,170374,2786,10/16/2020
Alabama,171662,2788,10/17/2020
Alabama,172626,2788,10/18/2020
Alabama,173485,2789,10/19/2020
Alabama,174528,2805,10/20/2020
Alabama,175674,2828,10/21/2020
Alabama,177064,2843,10/22/2020
Alabama,180916,2859,10/23/2020
Alabama,183276,2866,10/24/2020
Alabama,184355,2866,10/25/2020
Alabama,185322,2866,10/26/2020
Alabama,186437,2892,10/27/2020
Alabama,187706,2911,10/28/2020
Alabama,189149,2914,10/29/2020
Alabama,190496,2932,10/30/2020
Alabama,192285,2967,10/31/2020
Alabama,193985,2973,11/1/2020
Alabama,194892,2973,11/2/2020
Alabama,195929,2987,11/3/2020
Alabama,197777,3006,11/4/2020
Alabama,199158,3026,11/5/2020
Alabama,200714,3049,11/6/2020
Alabama,202482,3082,11/7/2020
Alabama,203687,3084,11/8/2020
Alabama,204857,3084,11/9/2020
Alabama,206567,3120,11/10/2020
Alabama,208637,3201,11/11/2020
Alabama,210637,3213,11/12/2020
Alabama,213617,3231,11/13/2020
Alabama,215843,3246,11/14/2020
Alabama,217822,3248,11/15/2020
Alabama,219232,3249,11/16/2020
Alabama,220848,3301,11/17/2020
Alabama,223486,3347,11/18/2020
Alabama,225910,3419,11/19/2020
Alabama,228373,3451,11/20/2020
Alabama,230708,3457,11/21/2020
Alabama,232506,3457,11/22/2020
Alabama,234080,3459,11/23/2020
Alabama,236865,3472,11/24/2020
Alabama,239318,3532,11/25/2020
Alabama,241957,3572,11/26/2020
Alabama,242874,3572,11/27/2020
Alabama,244993,3572,11/28/2020
Alabama,247229,3577,11/29/2020
Alabama,249524,3578,11/30/2020
Alabama,252900,3638,12/1/2020
Alabama,256828,3711,12/2/2020
Alabama,260359,3776,12/3/2020
Alabama,264199,3831,12/4/2020
Alabama,267589,3877,12/5/2020
Alabama,269877,3889,12/6/2020
Alabama,272229,3892,12/7/2020
Alabama,276665,3942,12/8/2020
Alabama,280187,3985,12/9/2020
Alabama,284922,4034,12/10/2020
Alabama,288775,4086,12/11/2020
Alabama,292841,4102,12/12/2020
Alabama,295631,4102,12/13/2020
Alabama,297895,4102,12/14/2020
Alabama,301533,4124,12/15/2020
Alabama,305640,4198,12/16/2020
Alabama,310335,4254,12/17/2020
Alabama,315683,4296,12/18/2020
Alabama,319904,4389,12/19/2020
Alabama,322452,4389,12/20/2020
Alabama,324832,4389,12/21/2020
Alabama,329811,4452,12/22/2020
Alabama,334569,4587,12/23/2020
Alabama,338801,4676,12/24/2020
Alabama,342426,4680,12/25/2020
Alabama,343458,4685,12/26/2020
Alabama,345628,4691,12/27/2020
Alabama,347897,4712,12/28/2020
Alabama,351804,4737,12/29/2020
Alabama,356820,4774,12/30/2020
Alabama,361226,4827,12/31/2020
Alabama,365747,4872,1/1/2021
Alabama,369458,4872,1/2/2021
Alabama,371934,4873,1/3/2021
Alabama,374095,4878,1/4/2021
Alabama,379593,4886,1/5/2021
Alabama,384184,4994,1/6/2021
Alabama,389230,5080,1/7/2021
Alabama,394287,5191,1/8/2021
Alabama,399150,5299,1/9/2021
Alabama,401900,5334,1/10/2021
Alabama,404000,5347,1/11/2021
Alabama,407848,5573,1/12/2021
Alabama,410995,5760,1/13/2021
Alaska,1,0,3/12/2020
Alaska,1,0,3/13/2020
Alaska,1,0,3/14/2020
Alaska,1,0,3/15/2020
Alaska,3,0,3/16/2020
Alaska,6,0,3/17/2020
Alaska,9,0,3/18/2020
Alaska,12,0,3/19/2020
Alaska,14,0,3/20/2020
Alaska,21,0,3/21/2020
Alaska,22,0,3/22/2020
Alaska,36,0,3/23/2020
Alaska,42,0,3/24/2020
Alaska,59,0,3/25/2020
Alaska,69,0,3/26/2020
Alaska,85,1,3/27/2020
Alaska,102,1,3/28/2020
Alaska,114,2,3/29/2020
Alaska,120,2,3/30/2020
Alaska,133,2,3/31/2020
Alaska,143,2,4/1/2020
Alaska,146,2,4/2/2020
Alaska,156,2,4/3/2020
Alaska,169,3,4/4/2020
Alaska,183,4,4/5/2020
Alaska,189,4,4/6/2020
Alaska,211,4,4/7/2020
Alaska,224,5,4/8/2020
Alaska,233,5,4/9/2020
Alaska,244,5,4/10/2020
Alaska,255,6,4/11/2020
Alaska,270,6,4/12/2020
Alaska,275,6,4/13/2020
Alaska,283,7,4/14/2020
Alaska,291,7,4/15/2020
Alaska,298,7,4/16/2020
Alaska,307,7,4/17/2020
Alaska,312,7,4/18/2020
Alaska,317,7,4/19/2020
Alaska,319,7,4/20/2020
Alaska,327,7,4/21/2020
Alaska,333,7,4/22/2020
Alaska,335,7,4/23/2020
Alaska,337,7,4/24/2020
Alaska,337,7,4/25/2020
Alaska,339,7,4/26/2020
Alaska,343,7,4/27/2020
Alaska,349,7,4/28/2020
Alaska,353,7,4/29/2020
Alaska,353,7,4/30/2020
Alaska,362,7,5/1/2020
Alaska,363,7,5/2/2020
Alaska,366,7,5/3/2020
Alaska,368,7,5/4/2020
Alaska,369,7,5/5/2020
Alaska,370,8,5/6/2020
Alaska,373,8,5/7/2020
Alaska,376,8,5/8/2020
Alaska,377,8,5/9/2020
Alaska,378,8,5/10/2020
Alaska,380,8,5/11/2020
Alaska,383,8,5/12/2020
Alaska,383,8,5/13/2020
Alaska,387,8,5/14/2020
Alaska,388,8,5/15/2020
Alaska,392,8,5/16/2020
Alaska,396,8,5/17/2020
Alaska,399,8,5/18/2020
Alaska,399,8,5/19/2020
Alaska,402,8,5/20/2020
Alaska,402,8,5/21/2020
Alaska,404,8,5/22/2020
Alaska,409,8,5/23/2020
Alaska,409,8,5/24/2020
Alaska,412,8,5/25/2020
Alaska,416,8,5/26/2020
Alaska,417,8,5/27/2020
Alaska,430,8,5/28/2020
Alaska,436,8,5/29/2020
Alaska,441,8,5/30/2020
Alaska,469,8,5/31/2020
Alaska,476,8,6/1/2020
Alaska,497,8,6/2/2020
Alaska,516,8,6/3/2020
Alaska,542,8,6/4/2020
Alaska,565,8,6/5/2020
Alaska,579,8,6/6/2020
Alaska,588,8,6/7/2020
Alaska,607,8,6/8/2020
Alaska,620,9,6/9/2020
Alaska,642,9,6/10/2020
Alaska,666,9,6/11/2020
Alaska,688,10,6/12/2020
Alaska,722,10,6/13/2020
Alaska,734,10,6/14/2020
Alaska,738,10,6/15/2020
Alaska,751,10,6/16/2020
Alaska,776,10,6/17/2020
Alaska,795,10,6/18/2020
Alaska,821,10,6/19/2020
Alaska,845,10,6/20/2020
Alaska,859,10,6/21/2020
Alaska,869,10,6/22/2020
Alaska,905,10,6/23/2020
Alaska,926,10,6/24/2020
Alaska,971,10,6/25/2020
Alaska,1001,12,6/26/2020
Alaska,1027,12,6/27/2020
Alaska,1060,12,6/28/2020
Alaska,1085,12,6/29/2020
Alaska,1132,12,6/30/2020
Alaska,1174,12,7/1/2020
Alaska,1224,12,7/2/2020
Alaska,1284,13,7/3/2020
Alaska,1339,14,7/4/2020
Alaska,1371,14,7/5/2020
Alaska,1401,14,7/6/2020
Alaska,1423,15,7/7/2020
Alaska,1472,15,7/8/2020
Alaska,1521,15,7/9/2020
Alaska,1579,15,7/10/2020
Alaska,1656,15,7/11/2020
Alaska,1772,15,7/12/2020
Alaska,1843,15,7/13/2020
Alaska,1897,15,7/14/2020
Alaska,1958,15,7/15/2020
Alaska,2034,15,7/16/2020
Alaska,2083,15,7/17/2020
Alaska,2157,16,7/18/2020
Alaska,2275,16,7/19/2020
Alaska,2412,16,7/20/2020
Alaska,2523,16,7/21/2020
Alaska,2617,17,7/22/2020
Alaska,2682,17,7/23/2020
Alaska,2746,17,7/24/2020
Alaska,2866,18,7/25/2020
Alaska,3100,18,7/26/2020
Alaska,3204,19,7/27/2020
Alaska,3348,20,7/28/2020
Alaska,3440,20,7/29/2020
Alaska,3557,21,7/30/2020
Alaska,3675,21,7/31/2020
Alaska,3825,22,8/1/2020
Alaska,3982,22,8/2/2020
Alaska,4062,23,8/3/2020
Alaska,4123,23,8/4/2020
Alaska,4181,23,8/5/2020
Alaska,4221,23,8/6/2020
Alaska,4286,23,8/7/2020
Alaska,4371,24,8/8/2020
Alaska,4471,24,8/9/2020
Alaska,4537,24,8/10/2020
Alaska,4587,24,8/11/2020
Alaska,4653,25,8/12/2020
Alaska,4748,25,8/13/2020
Alaska,4867,25,8/14/2020
Alaska,4952,26,8/15/2020
Alaska,5058,26,8/16/2020
Alaska,5108,26,8/17/2020
Alaska,5175,27,8/18/2020
Alaska,5245,27,8/19/2020
Alaska,5330,27,8/20/2020
Alaska,5401,28,8/21/2020
Alaska,5492,29,8/22/2020
Alaska,5556,30,8/23/2020
Alaska,5626,30,8/24/2020
Alaska,5621,33,8/25/2020
Alaska,5671,34,8/26/2020
Alaska,5752,34,8/27/2020
Alaska,5874,34,8/28/2020
Alaska,5985,34,8/29/2020
Alaska,6036,34,8/30/2020
Alaska,6075,34,8/31/2020
Alaska,6109,36,9/1/2020
Alaska,6181,36,9/2/2020
Alaska,6287,37,9/3/2020
Alaska,6416,37,9/4/2020
Alaska,6514,39,9/5/2020
Alaska,6603,39,9/6/2020
Alaska,6637,39,9/7/2020
Alaska,6670,39,9/8/2020
Alaska,6735,39,9/9/2020
Alaska,6860,39,9/10/2020
Alaska,6968,40,9/11/2020
Alaska,7074,41,9/12/2020
Alaska,7136,41,9/13/2020
Alaska,7213,41,9/14/2020
Alaska,7256,41,9/15/2020
Alaska,7308,41,9/16/2020
Alaska,7413,41,9/17/2020
Alaska,7528,42,9/18/2020
Alaska,7613,42,9/19/2020
Alaska,7704,42,9/20/2020
Alaska,7775,42,9/21/2020
Alaska,7821,42,9/22/2020
Alaska,7875,42,9/23/2020
Alaska,8015,43,9/24/2020
Alaska,8133,48,9/25/2020
Alaska,8244,48,9/26/2020
Alaska,8359,52,9/27/2020
Alaska,8477,52,9/28/2020
Alaska,8602,52,9/29/2020
Alaska,8707,52,9/30/2020
Alaska,8838,53,10/1/2020
Alaska,8964,53,10/2/2020
Alaska,9111,54,10/3/2020
Alaska,9300,54,10/4/2020
Alaska,9511,54,10/5/2020
Alaska,9656,54,10/6/2020
Alaska,9784,55,10/7/2020
Alaska,9919,56,10/8/2020
Alaska,10099,56,10/9/2020
Alaska,10350,56,10/10/2020
Alaska,10608,56,10/11/2020
Alaska,10805,56,10/12/2020
Alaska,10960,56,10/13/2020
Alaska,11103,60,10/14/2020
Alaska,11268,61,10/15/2020
Alaska,11496,62,10/16/2020
Alaska,11710,63,10/17/2020
Alaska,11934,63,10/18/2020
Alaska,12138,63,10/19/2020
Alaska,12349,63,10/20/2020
Alaska,12559,64,10/21/2020
Alaska,12790,64,10/22/2020
Alaska,13067,64,10/23/2020
Alaska,13439,64,10/24/2020
Alaska,13968,64,10/25/2020
Alaska,14316,64,10/26/2020
Alaska,14699,66,10/27/2020
Alaska,15053,67,10/28/2020
Alaska,15417,72,10/29/2020
Alaska,15803,76,10/30/2020
Alaska,16247,77,10/31/2020
Alaska,16597,78,11/1/2020
Alaska,16948,79,11/2/2020
Alaska,17339,79,11/3/2020
Alaska,17750,79,11/4/2020
Alaska,18064,79,11/5/2020
Alaska,18589,79,11/6/2020
Alaska,19194,79,11/7/2020
Alaska,19712,79,11/8/2020
Alaska,20185,79,11/9/2020
Alaska,20715,87,11/10/2020
Alaska,21211,90,11/11/2020
Alaska,21689,90,11/12/2020
Alaska,22282,91,11/13/2020
Alaska,23029,92,11/14/2020
Alaska,23688,92,11/15/2020
Alaska,24268,92,11/16/2020
Alaska,24909,94,11/17/2020
Alaska,25454,94,11/18/2020
Alaska,25946,95,11/19/2020
Alaska,26403,95,11/20/2020
Alaska,27079,95,11/21/2020
Alaska,27629,97,11/22/2020
Alaska,28128,97,11/23/2020
Alaska,28708,110,11/24/2020
Alaska,29386,110,11/25/2020
Alaska,29940,113,11/26/2020
Alaska,30612,113,11/27/2020
Alaska,31279,115,11/28/2020
Alaska,31896,115,11/29/2020
Alaska,32407,115,11/30/2020
Alaska,32911,116,12/1/2020
Alaska,33614,116,12/2/2020
Alaska,34377,124,12/3/2020
Alaska,35138,135,12/4/2020
Alaska,36083,136,12/5/2020
Alaska,36847,136,12/6/2020
Alaska,37350,139,12/7/2020
Alaska,37923,139,12/8/2020
Alaska,38510,143,12/9/2020
Alaska,39146,148,12/10/2020
Alaska,39773,151,12/11/2020
Alaska,40293,169,12/12/2020
Alaska,40934,169,12/13/2020
Alaska,41363,169,12/14/2020
Alaska,41645,172,12/15/2020
Alaska,42256,174,12/16/2020
Alaska,42639,176,12/17/2020
Alaska,43132,176,12/18/2020
Alaska,43468,177,12/19/2020
Alaska,43649,176,12/20/2020
Alaska,43801,176,12/21/2020
Alaska,44241,186,12/22/2020
Alaska,44602,189,12/23/2020
Alaska,44876,191,12/24/2020
Alaska,44876,191,12/25/2020
Alaska,45247,192,12/26/2020
Alaska,45547,192,12/27/2020
Alaska,45674,192,12/28/2020
Alaska,45856,193,12/29/2020
Alaska,46241,195,12/30/2020
Alaska,46740,198,12/31/2020
Alaska,46740,198,1/1/2021
Alaska,47549,207,1/2/2021
Alaska,47846,207,1/3/2021
Alaska,48110,209,1/4/2021
Alaska,48302,209,1/5/2021
Alaska,48636,211,1/6/2021
Alaska,48961,214,1/7/2021
Alaska,49366,214,1/8/2021
Alaska,49681,215,1/9/2021
Alaska,49935,215,1/10/2021
Alaska,50111,215,1/11/2021
Alaska,50243,216,1/12/2021
Alaska,50526,217,1/13/2021
Alaska,50861,219,1/14/2021
Arizona,1,0,1/26/2020
Arizona,1,0,1/27/2020
Arizona,1,0,1/28/2020
Arizona,1,0,1/29/2020
Arizona,1,0,1/30/2020
Arizona,1,0,1/31/2020
Arizona,1,0,2/1/2020
Arizona,1,0,2/2/2020
Arizona,1,0,2/3/2020
Arizona,1,0,2/4/2020
Arizona,1,0,2/5/2020
Arizona,1,0,2/6/2020
Arizona,1,0,2/7/2020
Arizona,1,0,2/8/2020
Arizona,1,0,2/9/2020
Arizona,1,0,2/10/2020
Arizona,1,0,2/11/2020
Arizona,1,0,2/12/2020
Arizona,1,0,2/13/2020
Arizona,1,0,2/14/2020
Arizona,1,0,2/15/2020
Arizona,1,0,2/16/2020
Arizona,1,0,2/17/2020
Arizona,1,0,2/18/2020
Arizona,1,0,2/19/2020
Arizona,1,0,2/20/2020
Arizona,1,0,2/21/2020
Arizona,1,0,2/22/2020
Arizona,1,0,2/23/2020
Arizona,1,0,2/24/2020
Arizona,1,0,2/25/2020
Arizona,1,0,2/26/2020
Arizona,1,0,2/27/2020
Arizona,1,0,2/28/2020
Arizona,1,0,2/29/2020
Arizona,1,0,3/1/2020
Arizona,1,0,3/2/2020
Arizona,2,0,3/3/2020
Arizona,2,0,3/4/2020
Arizona,2,0,3/5/2020
Arizona,3,0,3/6/2020
Arizona,5,0,3/7/2020
Arizona,5,0,3/8/2020
Arizona,6,0,3/9/2020
Arizona,6,0,3/10/2020
Arizona,9,0,3/11/2020
Arizona,9,0,3/12/2020
Arizona,9,0,3/13/2020
Arizona,12,0,3/14/2020
Arizona,13,0,3/15/2020
Arizona,18,0,3/16/2020
Arizona,20,0,3/17/2020
Arizona,28,0,3/18/2020
Arizona,47,0,3/19/2020
Arizona,70,1,3/20/2020
Arizona,104,1,3/21/2020
Arizona,153,2,3/22/2020
Arizona,234,2,3/23/2020
Arizona,326,6,3/24/2020
Arizona,402,6,3/25/2020
Arizona,508,8,3/26/2020
Arizona,665,15,3/27/2020
Arizona,773,15,3/28/2020
Arizona,930,18,3/29/2020
Arizona,1169,20,3/30/2020
Arizona,1298,24,3/31/2020
Arizona,1413,29,4/1/2020
Arizona,1600,35,4/2/2020
Arizona,1769,41,4/3/2020
Arizona,2019,53,4/4/2020
Arizona,2269,64,4/5/2020
Arizona,2466,67,4/6/2020
Arizona,2577,77,4/7/2020
Arizona,2726,80,4/8/2020
Arizona,3018,89,4/9/2020
Arizona,3112,97,4/10/2020
Arizona,3393,112,4/11/2020
Arizona,3539,117,4/12/2020
Arizona,3702,122,4/13/2020
Arizona,3806,131,4/14/2020
Arizona,3962,142,4/15/2020
Arizona,4234,152,4/16/2020
Arizona,4507,174,4/17/2020
Arizona,4719,181,4/18/2020
Arizona,4929,188,4/19/2020
Arizona,5064,191,4/20/2020
Arizona,5251,213,4/21/2020
Arizona,5459,236,4/22/2020
Arizona,5769,257,4/23/2020
Arizona,6045,268,4/24/2020
Arizona,6280,275,4/25/2020
Arizona,6526,277,4/26/2020
Arizona,6716,277,4/27/2020
Arizona,6948,297,4/28/2020
Arizona,7202,308,4/29/2020
Arizona,7648,320,4/30/2020
Arizona,7962,330,5/1/2020
Arizona,8364,353,5/2/2020
Arizona,8640,362,5/3/2020
Arizona,8919,362,5/4/2020
Arizona,9305,395,5/5/2020
Arizona,9707,426,5/6/2020
Arizona,9945,450,5/7/2020
Arizona,10526,517,5/8/2020
Arizona,10960,532,5/9/2020
Arizona,11119,536,5/10/2020
Arizona,11380,542,5/11/2020
Arizona,11736,562,5/12/2020
Arizona,12176,594,5/13/2020
Arizona,12674,624,5/14/2020
Arizona,13169,651,5/15/2020
Arizona,13631,679,5/16/2020
Arizona,13937,680,5/17/2020
Arizona,14170,686,5/18/2020
Arizona,14566,704,5/19/2020
Arizona,14897,747,5/20/2020
Arizona,15315,763,5/21/2020
Arizona,15608,775,5/22/2020
Arizona,16040,799,5/23/2020
Arizona,16339,800,5/24/2020
Arizona,16561,806,5/25/2020
Arizona,16783,807,5/26/2020
Arizona,17262,831,5/27/2020
Arizona,17763,857,5/28/2020
Arizona,18465,885,5/29/2020
Arizona,19255,903,5/30/2020
Arizona,19936,906,5/31/2020
Arizona,20123,918,6/1/2020
Arizona,21250,943,6/2/2020
Arizona,22245,983,6/3/2020
Arizona,22818,1000,6/4/2020
Arizona,24369,1016,6/5/2020
Arizona,25517,1046,6/6/2020
Arizona,26924,1048,6/7/2020
Arizona,27761,1052,6/8/2020
Arizona,28396,1074,6/9/2020
Arizona,29981,1100,6/10/2020
Arizona,31525,1130,6/11/2020
Arizona,33167,1157,6/12/2020
Arizona,34773,1190,6/13/2020
Arizona,35953,1194,6/14/2020
Arizona,37005,1204,6/15/2020
Arizona,39298,1228,6/16/2020
Arizona,41159,1252,6/17/2020
Arizona,43731,1287,6/18/2020
Arizona,46914,1322,6/19/2020
Arizona,50198,1347,6/20/2020
Arizona,52666,1350,6/21/2020
Arizona,54767,1354,6/22/2020
Arizona,58397,1398,6/23/2020
Arizona,60207,1467,6/24/2020
Arizona,63297,1495,6/25/2020
Arizona,66676,1537,6/26/2020
Arizona,70152,1581,6/27/2020
Arizona,73961,1594,6/28/2020
Arizona,74602,1598,6/29/2020
Arizona,79399,1645,6/30/2020
Arizona,84152,1726,7/1/2020
Arizona,87495,1766,7/2/2020
Arizona,91894,1802,7/3/2020
Arizona,94616,1821,7/4/2020
Arizona,98126,1829,7/5/2020
Arizona,101542,1832,7/6/2020
Arizona,105159,1933,7/7/2020
Arizona,108710,1973,7/8/2020
Arizona,112783,2047,7/9/2020
Arizona,116947,2093,7/10/2020
Arizona,119991,2158,7/11/2020
Arizona,122479,2239,7/12/2020
Arizona,123917,2250,7/13/2020
Arizona,128126,2341,7/14/2020
Arizona,131411,2442,7/15/2020
Arizona,134730,2506,7/16/2020
Arizona,138575,2597,7/17/2020
Arizona,141333,2733,7/18/2020
Arizona,143644,2768,7/19/2020
Arizona,145320,2795,7/20/2020
Arizona,148730,2918,7/21/2020
Arizona,150659,2976,7/22/2020
Arizona,153029,3067,7/23/2020
Arizona,156392,3156,7/24/2020
Arizona,160055,3288,7/25/2020
Arizona,162041,3313,7/26/2020
Arizona,163918,3320,7/27/2020
Arizona,165994,3424,7/28/2020
Arizona,168361,3470,7/29/2020
Arizona,170905,3628,7/30/2020
Arizona,174108,3695,7/31/2020
Arizona,177019,3753,8/1/2020
Arizona,178473,3769,8/2/2020
Arizona,179506,3785,8/3/2020
Arizona,180537,3850,8/4/2020
Arizona,182230,3933,8/5/2020
Arizona,183744,4005,8/6/2020
Arizona,185104,4085,8/7/2020
Arizona,186226,4140,8/8/2020
Arizona,187086,4152,8/9/2020
Arizona,187634,4157,8/10/2020
Arizona,188780,4205,8/11/2020
Arizona,189522,4348,8/12/2020
Arizona,190850,4385,8/13/2020
Arizona,191810,4426,8/14/2020
